"category","status","relative_path","size_bytes","modified"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\sample_batch_stratified_receptor_program_scores.csv","2461","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\spatial_validation_marker_panel.csv","602","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\spatial_validation_scoring_strategy.csv","610","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\TCGA_OV_signature_gene_coverage.csv","595","2026-07-09 0:15:42"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\figures\ITGB1_CD44_tumor_score_by_sample_type_CNV_tumor.pdf","316195","2026-07-09 7:20:23"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\figures\ITGB1_CD44_tumor_score_by_sample_type_CNV_tumor.png","188303","2026-07-09 7:20:22"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\figures\SPP1_TAM_score_by_sample_type_myeloid.pdf","859061","2026-07-09 7:20:21"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\figures\SPP1_TAM_score_by_sample_type_myeloid.png","514198","2026-07-09 7:20:20"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\sample_type_SPP1_TAM_ITGB1_CD44_score_report.md","5469","2026-07-09 7:20:23"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\scripts\run_sample_type_spp1_tam_itgb1_cd44_scores.R","10102","2026-07-09 7:20:23"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\tables\cell_level_ITGB1_CD44_tumor_score_CNV_cells_by_sample_type.csv","859747","2026-07-09 7:20:16"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\tables\cell_level_SPP1_TAM_score_myeloid_by_sample_type.csv","2970843","2026-07-09 7:20:16"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\tables\sample_type_score_kruskal_wallis_tests.csv","199","2026-07-09 7:20:17"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\tables\sample_type_score_pairwise_wilcoxon_tests.csv","1795","2026-07-09 7:20:18"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\tables\sample_type_score_summary.csv","1097","2026-07-09 7:20:17"
"04_sample_type_scores","classified","04_sample_type_scores\sample_type_SPP1_TAM_ITGB1_CD44_scores\tables\score_gene_coverage.csv","496","2026-07-09 7:20:16"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\codex_2026-07-05_external_data_preparation\build_seurat_visium_dirs.py","4629","2026-07-08 20:53:19"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\codex_2026-07-05_external_data_preparation\geo_spatial_download_manifest.py","13618","2026-07-08 20:50:46"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\config.yaml","1612","2026-07-09 7:32:24"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\boxplot_axis_score_by_sample_type_external_ready.pdf","4631","2026-07-09 8:22:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\boxplot_axis_score_by_sample_type_external_ready.png","55041","2026-07-09 8:22:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\bubble_source_to_target_by_sample_type_SPP1_CD44_ITGB1.pdf","14469","2026-07-09 8:22:49"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\bubble_source_to_target_by_sample_type_SPP1_CD44_ITGB1.png","224648","2026-07-09 8:22:49"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_boxplot_SPP1_CD44_by_sample_type.pdf","13252","2026-07-10 11:42:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_boxplot_SPP1_CD44_by_sample_type.png","59313","2026-07-10 11:42:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_boxplot_SPP1_ITGB1_by_sample_type.pdf","14344","2026-07-10 11:42:49"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_boxplot_SPP1_ITGB1_by_sample_type.png","58160","2026-07-10 11:42:49"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_heatmap_dataset_sampletype_axis.pdf","17212","2026-07-10 11:42:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_heatmap_dataset_sampletype_axis.png","89650","2026-07-10 11:42:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_paired_tumor_vs_ascites_axis_score.pdf","19239","2026-07-10 11:42:51"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\external_paired_tumor_vs_ascites_axis_score.png","57344","2026-07-10 11:42:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\heatmap_sample_type_by_axis_TargetSubclone02_04.pdf","5676","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\heatmap_sample_type_by_axis_TargetSubclone02_04.png","23856","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\sample_type_by_cnv_subclone_fraction_barplot.pdf","4863","2026-07-09 8:00:44"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\sample_type_by_cnv_subclone_fraction_barplot.png","72137","2026-07-09 8:00:44"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\sample_type_by_interaction_group_fraction_barplot.pdf","5933","2026-07-09 8:00:46"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\sample_type_by_interaction_group_fraction_barplot.png","118261","2026-07-09 8:00:45"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\scatter_target_abundance_vs_axis_score_by_sample_type.pdf","25067","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\scatter_target_abundance_vs_axis_score_by_sample_type.png","172341","2026-07-09 8:22:51"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_COMMOT_axis_comparison_heatmap.pdf","17237","2026-07-10 11:46:01"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_COMMOT_axis_comparison_heatmap.png","121355","2026-07-10 11:46:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_COMMOT_SPP1_CD44_map.pdf","13835","2026-07-10 11:46:03"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_COMMOT_SPP1_CD44_map.png","56139","2026-07-10 11:46:02"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_COMMOT_SPP1_ITGB1_map.pdf","13951","2026-07-10 11:46:05"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_COMMOT_SPP1_ITGB1_map.png","57013","2026-07-10 11:46:04"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_CD44_ITGB1_target_score.pdf","41066","2026-07-10 11:43:04"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_CD44_ITGB1_target_score.png","369986","2026-07-10 11:43:03"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_KRAS_hypoxia_target_score.pdf","34435","2026-07-10 11:43:05"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_KRAS_hypoxia_target_score.png","365157","2026-07-10 11:43:04"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_SPP1_myeloid_score.pdf","34642","2026-07-10 11:43:02"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_SPP1_myeloid_score.png","368596","2026-07-10 11:43:01"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_SPP1_myeloid_vs_Target_axis.pdf","40975","2026-07-10 11:43:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_SPP1_myeloid_vs_Target_axis.png","217277","2026-07-10 11:43:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_Target_axis_score.pdf","41411","2026-07-10 11:43:07"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177614_Target_axis_score.png","303694","2026-07-10 11:43:06"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_CD44_ITGB1_target_score.pdf","34367","2026-07-10 11:43:13"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_CD44_ITGB1_target_score.png","292106","2026-07-10 11:43:12"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_KRAS_hypoxia_target_score.pdf","38994","2026-07-10 11:43:14"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_KRAS_hypoxia_target_score.png","300105","2026-07-10 11:43:14"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_SPP1_myeloid_score.pdf","29692","2026-07-10 11:43:12"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_SPP1_myeloid_score.png","286927","2026-07-10 11:43:11"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_SPP1_myeloid_vs_Target_axis.pdf","34283","2026-07-10 11:43:11"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_SPP1_myeloid_vs_Target_axis.png","134897","2026-07-10 11:43:10"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_Target_axis_score.pdf","48179","2026-07-10 11:43:16"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177617_Target_axis_score.png","271684","2026-07-10 11:43:15"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_CD44_ITGB1_target_score.pdf","38091","2026-07-10 11:43:24"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_CD44_ITGB1_target_score.png","373929","2026-07-10 11:43:23"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_KRAS_hypoxia_target_score.pdf","39120","2026-07-10 11:43:26"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_KRAS_hypoxia_target_score.png","380918","2026-07-10 11:43:25"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_SPP1_myeloid_score.pdf","38317","2026-07-10 11:43:23"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_SPP1_myeloid_score.png","405749","2026-07-10 11:43:22"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_SPP1_myeloid_vs_Target_axis.pdf","41445","2026-07-10 11:43:21"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_SPP1_myeloid_vs_Target_axis.png","231965","2026-07-10 11:43:21"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_Target_axis_score.pdf","45595","2026-07-10 11:43:28"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_GSM6177618_Target_axis_score.png","361483","2026-07-10 11:43:27"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_neighborhood_enrichment_heatmap.pdf","15173","2026-07-10 11:46:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\spatial_neighborhood_enrichment_heatmap.png","65368","2026-07-10 11:45:59"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\stacked_bar_target_clone_fraction_by_sample_type.pdf","4856","2026-07-09 8:22:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\stacked_bar_target_clone_fraction_by_sample_type.png","68028","2026-07-09 8:22:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\virtual_KO_score_reduction_barplot_by_sample_type.pdf","5099","2026-07-09 8:22:55"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\virtual_KO_score_reduction_barplot_by_sample_type.png","77654","2026-07-09 8:22:55"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\virtual_KO_score_reduction_heatmap_by_axis.pdf","5595","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\figures\virtual_KO_score_reduction_heatmap_by_axis.png","23834","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\logs\complete_public_external_spatial_validation.log","1000","2026-07-10 11:48:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\logs\run_sample_type_LR_niche_analysis.log","4228","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\logs\sessionInfo.txt","3271","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\objects\signature_list.rds","1165","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\sample_type_LR_niche_analysis_report.docx","4854","2026-07-10 11:50:31"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\sample_type_LR_niche_analysis_report.html","10021","2026-07-10 11:48:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\sample_type_LR_niche_analysis_report.md","9937","2026-07-10 11:48:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\sample_type_LR_niche_analysis_report.Rmd","12309","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\scripts\10_generate_final_report_from_md.py","4888","2026-07-09 8:24:17"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\scripts\11_complete_public_external_spatial_validation.py","38538","2026-07-10 11:47:37"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\scripts\run_sample_type_LR_niche_analysis.R","29547","2026-07-09 8:00:22"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_paired_tumor_vs_implant_axis_score.csv","17093","2026-07-10 11:42:50"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_all_datasets_sampletype_axis_scores.csv","50644","2026-07-10 11:42:47"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_all_datasets_sampletype_axis_scores.rds","96","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_patient_sampletype_summary.csv","3310","2026-07-10 11:42:47"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_patient_sampletype_summary.rds","96","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_SPP1_myeloid_CD44_ITGB1_target_scores.csv","17093","2026-07-10 11:42:47"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_SPP1_myeloid_CD44_ITGB1_target_scores.rds","96","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_target_signature_scores.csv","17790","2026-07-10 11:42:47"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_target_signature_scores.rds","96","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_validation_status.csv","142","2026-07-10 11:42:47"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\external_scRNA_validation_status.rds","211","2026-07-09 8:22:53"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\final_report_render_status.csv","377","2026-07-10 11:50:31"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\final_report_render_status.rds","251","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\limitations_summary.csv","950","2026-07-10 11:48:00"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\limitations_summary.rds","664","2026-07-09 8:22:56"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\md_completion_audit.csv","1295","2026-07-10 11:51:17"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\metadata_cleaned_for_sample_type_analysis.csv","9675332","2026-07-09 8:00:42"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\metadata_cleaned_for_sample_type_analysis.rds","1499875","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_id_by_sample_type_cell_counts.csv","119","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_id_by_sample_type_cell_counts.rds","198","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_id_LR_opportunity_scores_all_axes.csv","396405","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_id_LR_opportunity_scores_all_axes.rds","39976","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_id_sample_type_long_counts.csv","112","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_id_sample_type_long_counts.rds","259","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_by_cnv_subclone_counts.csv","897","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_by_cnv_subclone_counts.rds","412","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_by_interaction_group_counts.csv","9698","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_by_interaction_group_counts.rds","2222","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_by_myeloid_source_group_counts.csv","4069","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_by_myeloid_source_group_counts.rds","1231","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_all_axes.csv","400245","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_all_axes.rds","39960","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_primary_axes.csv","99628","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_primary_axes.rds","11080","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_primary_axes_target_Subclone02_04.csv","40138","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_primary_axes_target_Subclone02_04.rds","5636","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_target_Subclone02_04.csv","158150","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_LR_opportunity_scores_target_Subclone02_04.rds","17915","2026-07-09 8:22:48"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_sample_id_confounding_diagnostic.csv","96","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\sample_type_sample_id_confounding_diagnostic.rds","185","2026-07-09 8:00:43"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_CD44_ITGB1_target.csv","147","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_CD44_ITGB1_target.rds","220","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_KRAS_hypoxia_target.csv","126","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_KRAS_hypoxia_target.rds","227","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_Subclone02_04_common.csv","197","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_Subclone02_04_common.rds","272","2026-07-09 8:22:52"
"05_sample_type_lr_niche_external_validation","classified","05_sample_type_lr_niche_external_validation\sample_type_LR_niche_analysis\tables\signature_Subclone02_like.csv","584","2026-07-09 8:22:52"
