"cell_group_name","cnv_name","state","chr","start","end","cnv_subclone","event"
"observation.observation_s19","chr19-region_1259",2,"chr19",44905754,49453497,"Subclone_04","loss"
"observation.observation_s19","chr20-region_1261",4,"chr20",407498,37872129,"Subclone_04","gain"
"observation.observation_s19","chr20-region_1262",5,"chr20",38127387,64287821,"Subclone_04","gain"
"observation.observation_s19","chr21-region_1263",4,"chr21",14485228,36386148,"Subclone_04","gain"
"observation.observation_s19","chr22-region_1265",2,"chr22",17084954,50628173,"Subclone_04","loss"
"observation.observation_s7","chr1-region_1267",2,"chr1",11012344,31065991,"Subclone_01","loss"
"observation.observation_s7","chr1-region_1269",4,"chr1",37956975,78664078,"Subclone_01","gain"
"observation.observation_s7","chr1-region_1271",4,"chr1",151759643,161177968,"Subclone_01","gain"
"observation.observation_s7","chr1-region_1273",4,"chr1",206203345,247449108,"Subclone_01","gain"
"observation.observation_s7","chr3-region_1275",4,"chr3",3144628,18444817,"Subclone_01","gain"
"observation.observation_s7","chr4-region_1278",4,"chr4",112636964,189963204,"Subclone_01","gain"
"observation.observation_s7","chr6-region_1281",2,"chr6",26124145,33418317,"Subclone_01","loss"
"observation.observation_s7","chr7-region_1284",4,"chr7",56051630,99500324,"Subclone_01","gain"
"observation.observation_s7","chr8-region_1287",4,"chr8",37858618,145056030,"Subclone_01","gain"
"observation.observation_s7","chr9-region_1288",4,"chr9",14521,34651035,"Subclone_01","gain"
"observation.observation_s7","chr10-region_1290",2,"chr10",134465,45792961,"Subclone_01","loss"
"observation.observation_s7","chr11-region_1292",4,"chr11",167784,915058,"Subclone_01","gain"
"observation.observation_s7","chr11-region_1294",4,"chr11",61102395,102339403,"Subclone_01","gain"
"observation.observation_s7","chr12-region_1297",4,"chr12",113358566,132956304,"Subclone_01","gain"
"observation.observation_s7","chr14-region_1300",4,"chr14",104924816,106811131,"Subclone_01","gain"
"observation.observation_s7","chr16-region_1302",4,"chr16",46407,3082192,"Subclone_01","gain"
"observation.observation_s7","chr17-region_1305",2,"chr17",5432777,38921770,"Subclone_01","loss"
"observation.observation_s7","chr19-region_1308",2,"chr19",507497,29213541,"Subclone_01","loss"
"observation.observation_s7","chr19-region_1310",2,"chr19",42428288,49526333,"Subclone_01","loss"
"observation.observation_s7","chr20-region_1313",4,"chr20",35278907,64287821,"Subclone_01","gain"
"observation.observation_s7","chr22-region_1316",2,"chr22",37125838,50628173,"Subclone_01","loss"
"observation.observation_s11","chr1-region_1317",2,"chr1",944204,30757820,"Subclone_01","loss"
"observation.observation_s11","chr1-region_1319",4,"chr1",35176378,40771603,"Subclone_01","gain"
"observation.observation_s11","chr1-region_1320",5,"chr1",40861051,52090716,"Subclone_01","gain"
"observation.observation_s11","chr1-region_1321",4,"chr1",52404564,87348923,"Subclone_01","gain"
"observation.observation_s11","chr1-region_1323",4,"chr1",150149183,152047907,"Subclone_01","gain"
"observation.observation_s11","chr1-region_1324",5,"chr1",153357854,160358952,"Subclone_01","gain"
"observation.observation_s11","chr1-region_1325",4,"chr1",160541095,222668012,"Subclone_01","gain"
"observation.observation_s11","chr1-region_1326",5,"chr1",222668013,247449108,"Subclone_01","gain"
"observation.observation_s11","chr2-region_1328",4,"chr2",169810081,219250337,"Subclone_01","gain"
"observation.observation_s11","chr3-region_1330",4,"chr3",3144628,25790039,"Subclone_01","gain"
"observation.observation_s11","chr4-region_1333",4,"chr4",108620566,189963204,"Subclone_01","gain"
"observation.observation_s11","chr5-region_1335",4,"chr5",178204507,181248096,"Subclone_01","gain"
"observation.observation_s11","chr6-region_1337",2,"chr6",19837386,33298401,"Subclone_01","loss"
"observation.observation_s11","chr6-region_1339",4,"chr6",36968141,89638753,"Subclone_01","gain"
"observation.observation_s11","chr7-region_1342",4,"chr7",44876293,99419616,"Subclone_01","gain"
"observation.observation_s11","chr8-region_1345",4,"chr8",41929479,67083783,"Subclone_01","gain"
"observation.observation_s11","chr8-region_1346",5,"chr8",67173511,145056030,"Subclone_01","gain"
"observation.observation_s11","chr9-region_1347",4,"chr9",14521,35073249,"Subclone_01","gain"
"observation.observation_s11","chr9-region_1349",2,"chr9",89360787,114930595,"Subclone_01","loss"
"observation.observation_s11","chr10-region_1351",2,"chr10",134465,68792377,"Subclone_01","loss"
"observation.observation_s11","chr10-region_1353",2,"chr10",102644496,133421307,"Subclone_01","loss"
"observation.observation_s11","chr11-region_1355",4,"chr11",66563463,106098710,"Subclone_01","gain"
"observation.observation_s11","chr12-region_1358",4,"chr12",52006940,57488814,"Subclone_01","gain"
"observation.observation_s11","chr12-region_1360",4,"chr12",110452484,132956304,"Subclone_01","gain"
"observation.observation_s11","chr16-region_1364",4,"chr16",46407,4695859,"Subclone_01","gain"
"observation.observation_s11","chr16-region_1366",4,"chr16",70252295,89968060,"Subclone_01","gain"
"observation.observation_s11","chr17-region_1368",2,"chr17",4710489,39730787,"Subclone_01","loss"
"observation.observation_s11","chr17-region_1370",2,"chr17",63832081,83095119,"Subclone_01","loss"
"observation.observation_s11","chr19-region_1372",2,"chr19",507497,6751526,"Subclone_01","loss"
"observation.observation_s11","chr19-region_1374",4,"chr19",54216278,58558960,"Subclone_01","gain"
"observation.observation_s11","chr20-region_1375",4,"chr20",407498,45376798,"Subclone_01","gain"
"observation.observation_s11","chr20-region_1376",5,"chr20",45406057,64287821,"Subclone_01","gain"
"observation.observation_s11","chr22-region_1379",2,"chr22",29730956,50628173,"Subclone_01","loss"
"observation.observation_s29","chr1-region_1381",2,"chr1",8352397,29181987,"Subclone_01","loss"
"observation.observation_s29","chr1-region_1383",4,"chr1",36155579,78646145,"Subclone_01","gain"
"observation.observation_s29","chr1-region_1385",4,"chr1",151156664,247449108,"Subclone_01","gain"
"observation.observation_s29","chr2-region_1387",4,"chr2",171522247,216664436,"Subclone_01","gain"
"observation.observation_s29","chr3-region_1389",4,"chr3",3144628,16264972,"Subclone_01","gain"
"observation.observation_s29","chr4-region_1392",4,"chr4",108620566,189963204,"Subclone_01","gain"
"observation.observation_s29","chr6-region_1395",2,"chr6",25962802,33416453,"Subclone_01","loss"
"observation.observation_s29","chr6-region_1397",4,"chr6",37482920,89352848,"Subclone_01","gain"
"observation.observation_s29","chr7-region_1400",4,"chr7",54752250,99366262,"Subclone_01","gain"
"observation.observation_s29","chr8-region_1403",4,"chr8",42391624,77001044,"Subclone_01","gain"
"observation.observation_s29","chr8-region_1404",5,"chr8",79918717,120445402,"Subclone_01","gain"
"observation.observation_s29","chr8-region_1405",4,"chr8",123013164,145056030,"Subclone_01","gain"
"observation.observation_s29","chr9-region_1406",4,"chr9",14521,34651035,"Subclone_01","gain"
"observation.observation_s29","chr10-region_1408",2,"chr10",134465,62919900,"Subclone_01","loss"
"observation.observation_s29","chr11-region_1411",4,"chr11",67583595,102339403,"Subclone_01","gain"
"observation.observation_s29","chr12-region_1414",4,"chr12",110627841,132956304,"Subclone_01","gain"
"observation.observation_s29","chr14-region_1417",4,"chr14",105419820,106811131,"Subclone_01","gain"
"observation.observation_s29","chr15-region_1419",4,"chr15",50702266,83144854,"Subclone_01","gain"
"observation.observation_s29","chr16-region_1422",4,"chr16",70246778,89968060,"Subclone_01","gain"
"observation.observation_s29","chr17-region_1424",2,"chr17",3802165,38853843,"Subclone_01","loss"
"observation.observation_s29","chr19-region_1427",2,"chr19",507497,18397617,"Subclone_01","loss"
"observation.observation_s29","chr19-region_1429",2,"chr19",41877120,49471048,"Subclone_01","loss"
"observation.observation_s29","chr20-region_1431",4,"chr20",407498,5950558,"Subclone_01","gain"
"observation.observation_s29","chr20-region_1433",4,"chr20",35699272,50115959,"Subclone_01","gain"
"observation.observation_s29","chr20-region_1434",5,"chr20",50118254,64287821,"Subclone_01","gain"
"observation.observation_s29","chr22-region_1437",2,"chr22",35380361,50628173,"Subclone_01","loss"
"observation.observation_s26","chr1-region_1438",2,"chr1",944204,30757820,"Subclone_05","loss"
"observation.observation_s26","chr1-region_1440",4,"chr1",36155579,46303608,"Subclone_05","gain"
"observation.observation_s26","chr1-region_1441",5,"chr1",46303631,71081297,"Subclone_05","gain"
"observation.observation_s26","chr1-region_1442",4,"chr1",74733152,94275068,"Subclone_05","gain"
"observation.observation_s26","chr1-region_1444",4,"chr1",145911350,151249536,"Subclone_05","gain"
"observation.observation_s26","chr1-region_1445",5,"chr1",151254703,161118111,"Subclone_05","gain"
"observation.observation_s26","chr1-region_1446",4,"chr1",161118086,205775460,"Subclone_05","gain"
"observation.observation_s26","chr1-region_1447",5,"chr1",206203345,247449108,"Subclone_05","gain"
"observation.observation_s26","chr2-region_1449",4,"chr2",162318840,208266074,"Subclone_05","gain"
"observation.observation_s26","chr4-region_1453",4,"chr4",109815510,189963204,"Subclone_05","gain"
"observation.observation_s26","chr6-region_1456",2,"chr6",26103876,34249470,"Subclone_05","loss"
"observation.observation_s26","chr7-region_1459",4,"chr7",55951793,100092200,"Subclone_05","gain"
"observation.observation_s26","chr8-region_1461",4,"chr8",614746,86514357,"Subclone_05","gain"
"observation.observation_s26","chr8-region_1462",5,"chr8",86514427,145056030,"Subclone_05","gain"
"observation.observation_s26","chr9-region_1463",4,"chr9",14521,33167356,"Subclone_05","gain"
"observation.observation_s26","chr9-region_1465",2,"chr9",87497228,128128462,"Subclone_05","loss"
"observation.observation_s26","chr10-region_1467",2,"chr10",134465,68075348,"Subclone_05","loss"
"observation.observation_s26","chr11-region_1469",4,"chr11",167784,839831,"Subclone_05","gain"
"observation.observation_s26","chr11-region_1471",4,"chr11",62615296,108369102,"Subclone_05","gain"
"observation.observation_s26","chr12-region_1474",4,"chr12",117141988,132956304,"Subclone_05","gain"
"observation.observation_s26","chr15-region_1477",4,"chr15",22838641,41381050,"Subclone_05","gain"
"observation.observation_s26","chr15-region_1479",4,"chr15",61852389,78348230,"Subclone_05","gain"
"observation.observation_s26","chr16-region_1481",5,"chr16",46407,1364113,"Subclone_05","gain"
"observation.observation_s26","chr16-region_1482",4,"chr16",1770286,3717597,"Subclone_05","gain"
"observation.observation_s26","chr16-region_1484",4,"chr16",69565094,89968060,"Subclone_05","gain"
"observation.observation_s26","chr17-region_1486",2,"chr17",757097,41786931,"Subclone_05","loss"
"observation.observation_s26","chr17-region_1488",2,"chr17",67070438,83095119,"Subclone_05","loss"
"observation.observation_s26","chr19-region_1490",2,"chr19",507497,8308356,"Subclone_05","loss"
"observation.observation_s26","chr19-region_1492",2,"chr19",16111629,18919397,"Subclone_05","loss"
"observation.observation_s26","chr19-region_1494",2,"chr19",42247572,49640201,"Subclone_05","loss"
"observation.observation_s26","chr20-region_1496",4,"chr20",407498,40689240,"Subclone_05","gain"
"observation.observation_s26","chr20-region_1497",5,"chr20",41028818,64287821,"Subclone_05","gain"
"observation.observation_s26","chr22-region_1500",2,"chr22",29327680,50628173,"Subclone_05","loss"
"observation.observation_s36","chr1-region_1501",2,"chr1",944204,28769775,"Subclone_01","loss"
"observation.observation_s36","chr1-region_1503",4,"chr1",36224416,93879918,"Subclone_01","gain"
"observation.observation_s36","chr1-region_1505",4,"chr1",150293720,222735196,"Subclone_01","gain"
"observation.observation_s36","chr1-region_1506",5,"chr1",223701593,247449108,"Subclone_01","gain"
"observation.observation_s36","chr2-region_1508",4,"chr2",171522247,206162928,"Subclone_01","gain"
"observation.observation_s36","chr4-region_1512",4,"chr4",128864921,189963204,"Subclone_01","gain"
"observation.observation_s36","chr6-region_1515",2,"chr6",26114873,34392674,"Subclone_01","loss"
"observation.observation_s36","chr6-region_1517",4,"chr6",42879618,138793319,"Subclone_01","gain"
"observation.observation_s36","chr7-region_1519",4,"chr7",192969,95435329,"Subclone_01","gain"
"observation.observation_s36","chr8-region_1522",4,"chr8",51817575,145056030,"Subclone_01","gain"
"observation.observation_s36","chr9-region_1523",4,"chr9",14521,33264720,"Subclone_01","gain"
"observation.observation_s36","chr11-region_1527",4,"chr11",67606852,104969436,"Subclone_01","gain"
"observation.observation_s36","chr12-region_1530",4,"chr12",27523431,57251193,"Subclone_01","gain"
"observation.observation_s36","chr12-region_1532",4,"chr12",112938352,132956304,"Subclone_01","gain"
"observation.observation_s36","chr14-region_1535",4,"chr14",104753100,106811131,"Subclone_01","gain"
"observation.observation_s36","chr16-region_1537",4,"chr16",46407,2252300,"Subclone_01","gain"
"observation.observation_s36","chr17-region_1540",2,"chr17",5282265,38323218,"Subclone_01","loss"
"observation.observation_s36","chr19-region_1543",2,"chr19",507497,49689029,"Subclone_01","loss"
"observation.observation_s36","chr20-region_1546",4,"chr20",35115357,64287821,"Subclone_01","gain"
"observation.observation_s36","chr22-region_1549",2,"chr22",37125838,50628173,"Subclone_01","loss"
"observation.observation_s28","chr1-region_1550",2,"chr1",944204,31065991,"Subclone_01","loss"
"observation.observation_s28","chr1-region_1552",4,"chr1",36339624,75795079,"Subclone_01","gain"
"observation.observation_s28","chr1-region_1554",4,"chr1",150574551,153968184,"Subclone_01","gain"
"observation.observation_s28","chr1-region_1555",5,"chr1",153974269,156741590,"Subclone_01","gain"
"observation.observation_s28","chr1-region_1556",4,"chr1",156742107,247449108,"Subclone_01","gain"
"observation.observation_s28","chr2-region_1558",4,"chr2",171922448,208266074,"Subclone_01","gain"
"observation.observation_s28","chr3-region_1560",4,"chr3",3144628,25664907,"Subclone_01","gain"
"observation.observation_s28","chr4-region_1563",4,"chr4",108650584,189963204,"Subclone_01","gain"
"observation.observation_s28","chr6-region_1566",2,"chr6",19837386,33314387,"Subclone_01","loss"
"observation.observation_s28","chr7-region_1569",4,"chr7",55951793,97972985,"Subclone_01","gain"
"observation.observation_s28","chr8-region_1572",4,"chr8",42391624,77001044,"Subclone_01","gain"
"observation.observation_s28","chr8-region_1573",5,"chr8",79918717,145056030,"Subclone_01","gain"
"observation.observation_s28","chr9-region_1574",4,"chr9",14521,34651035,"Subclone_01","gain"
"observation.observation_s28","chr10-region_1576",2,"chr10",134465,68946847,"Subclone_01","loss"
"observation.observation_s28","chr11-region_1579",4,"chr11",68261335,106098710,"Subclone_01","gain"
"observation.observation_s28","chr12-region_1582",4,"chr12",49002274,57517569,"Subclone_01","gain"
"observation.observation_s28","chr12-region_1584",4,"chr12",110452484,132956304,"Subclone_01","gain"
"observation.observation_s28","chr14-region_1587",4,"chr14",105939756,106811131,"Subclone_01","gain"
"observation.observation_s28","chr16-region_1589",4,"chr16",46407,4802950,"Subclone_01","gain"
"observation.observation_s28","chr16-region_1591",4,"chr16",70252295,89968060,"Subclone_01","gain"
"observation.observation_s28","chr17-region_1593",2,"chr17",4937130,39730787,"Subclone_01","loss"
"observation.observation_s28","chr19-region_1596",2,"chr19",507497,6393981,"Subclone_01","loss"
"observation.observation_s28","chr19-region_1598",4,"chr19",51012739,58558960,"Subclone_01","gain"
"observation.observation_s28","chr20-region_1599",4,"chr20",407498,49188367,"Subclone_01","gain"
"observation.observation_s28","chr20-region_1600",5,"chr20",49219295,64287821,"Subclone_01","gain"
"observation.observation_s28","chr22-region_1603",2,"chr22",36510850,50628173,"Subclone_01","loss"
"observation.observation_s31","chr1-region_1604",2,"chr1",944204,32231604,"Subclone_01","loss"
"observation.observation_s31","chr1-region_1606",4,"chr1",38862964,93180728,"Subclone_01","gain"
"observation.observation_s31","chr1-region_1608",4,"chr1",150218417,220148041,"Subclone_01","gain"
"observation.observation_s31","chr1-region_1609",5,"chr1",222618086,247449108,"Subclone_01","gain"
"observation.observation_s31","chr2-region_1611",4,"chr2",160272151,218346793,"Subclone_01","gain"
"observation.observation_s31","chr3-region_1614",4,"chr3",100363431,197956610,"Subclone_01","gain"
"observation.observation_s31","chr4-region_1616",4,"chr4",107989714,189963204,"Subclone_01","gain"
"observation.observation_s31","chr5-region_1618",4,"chr5",60945129,131797063,"Subclone_01","gain"
"observation.observation_s31","chr6-region_1621",2,"chr6",26103876,34426125,"Subclone_01","loss"
"observation.observation_s31","chr6-region_1623",4,"chr6",42744481,139180802,"Subclone_01","gain"
"observation.observation_s31","chr7-region_1626",4,"chr7",66114604,97972985,"Subclone_01","gain"
"observation.observation_s31","chr8-region_1628",4,"chr8",614746,54147901,"Subclone_01","gain"
"observation.observation_s31","chr8-region_1629",5,"chr8",54457935,124539458,"Subclone_01","gain"
"observation.observation_s31","chr8-region_1630",4,"chr8",124539103,145056030,"Subclone_01","gain"
"observation.observation_s31","chr9-region_1631",4,"chr9",14521,33920404,"Subclone_01","gain"
"observation.observation_s31","chr10-region_1633",2,"chr10",134465,58289586,"Subclone_01","loss"
"observation.observation_s31","chr11-region_1636",4,"chr11",72223701,108369102,"Subclone_01","gain"
"observation.observation_s31","chr12-region_1639",4,"chr12",113221050,132956304,"Subclone_01","gain"
"observation.observation_s31","chr13-region_1640",4,"chr13",19633681,98577940,"Subclone_01","gain"
"observation.observation_s31","chr17-region_1646",2,"chr17",3802165,40172183,"Subclone_01","loss"
"observation.observation_s31","chr17-region_1648",2,"chr17",74541108,83095119,"Subclone_01","loss"
"observation.observation_s31","chr19-region_1650",2,"chr19",507497,50490870,"Subclone_01","loss"
"observation.observation_s31","chr20-region_1653",4,"chr20",34280268,45456934,"Subclone_01","gain"
"observation.observation_s31","chr20-region_1654",5,"chr20",45469706,64287821,"Subclone_01","gain"
"observation.observation_s31","chr22-region_1657",2,"chr22",31399523,50628173,"Subclone_01","loss"
"observation.observation_s34","chr1-region_1658",2,"chr1",944204,28769775,"Subclone_01","loss"
"observation.observation_s34","chr1-region_1660",4,"chr1",34712737,39487177,"Subclone_01","gain"
"observation.observation_s34","chr1-region_1661",5,"chr1",39560816,53051703,"Subclone_01","gain"
"observation.observation_s34","chr1-region_1662",4,"chr1",53226892,88891944,"Subclone_01","gain"
"observation.observation_s34","chr1-region_1664",4,"chr1",145964702,151994390,"Subclone_01","gain"
"observation.observation_s34","chr1-region_1665",5,"chr1",152032506,161118111,"Subclone_01","gain"
"observation.observation_s34","chr1-region_1666",4,"chr1",161118086,220046658,"Subclone_01","gain"
"observation.observation_s34","chr1-region_1667",5,"chr1",220094102,247449108,"Subclone_01","gain"
"observation.observation_s34","chr2-region_1669",4,"chr2",171522247,216579180,"Subclone_01","gain"
"observation.observation_s34","chr4-region_1673",4,"chr4",107590276,189963204,"Subclone_01","gain"
"observation.observation_s34","chr6-region_1676",2,"chr6",27866849,33212722,"Subclone_01","loss"
"observation.observation_s34","chr6-region_1678",4,"chr6",36442767,149411613,"Subclone_01","gain"
"observation.observation_s34","chr7-region_1680",4,"chr7",192969,101224190,"Subclone_01","gain"
"observation.observation_s34","chr8-region_1683",4,"chr8",43034194,80526265,"Subclone_01","gain"
"observation.observation_s34","chr8-region_1684",5,"chr8",80967810,115809673,"Subclone_01","gain"
"observation.observation_s34","chr8-region_1685",4,"chr8",116642130,145056030,"Subclone_01","gain"
"observation.observation_s34","chr9-region_1686",4,"chr9",14521,35661511,"Subclone_01","gain"
"observation.observation_s34","chr10-region_1688",2,"chr10",134465,50133506,"Subclone_01","loss"
"observation.observation_s34","chr11-region_1691",4,"chr11",67991104,102233423,"Subclone_01","gain"
"observation.observation_s34","chr11-region_1693",2,"chr11",118359585,134253370,"Subclone_01","loss"
"observation.observation_s34","chr12-region_1695",4,"chr12",110491097,117190531,"Subclone_01","gain"
"observation.observation_s34","chr12-region_1696",5,"chr12",118032694,132956304,"Subclone_01","gain"
"observation.observation_s34","chr14-region_1699",4,"chr14",92116122,106811131,"Subclone_01","gain"
"observation.observation_s34","chr16-region_1701",4,"chr16",46407,4355607,"Subclone_01","gain"
"observation.observation_s34","chr16-region_1703",4,"chr16",69741867,89968060,"Subclone_01","gain"
"observation.observation_s34","chr17-region_1705",2,"chr17",4937130,38853843,"Subclone_01","loss"
"observation.observation_s34","chr17-region_1707",2,"chr17",76726830,83095119,"Subclone_01","loss"
"observation.observation_s34","chr19-region_1709",2,"chr19",507497,8308356,"Subclone_01","loss"
"observation.observation_s34","chr19-region_1711",2,"chr19",41262496,49453497,"Subclone_01","loss"
"observation.observation_s34","chr20-region_1713",4,"chr20",407498,13784886,"Subclone_01","gain"
"observation.observation_s34","chr20-region_1715",4,"chr20",34546854,45410610,"Subclone_01","gain"
"observation.observation_s34","chr20-region_1716",5,"chr20",45416067,64287821,"Subclone_01","gain"
"observation.observation_s34","chr22-region_1719",2,"chr22",32474676,50628173,"Subclone_01","loss"
"observation.observation_s37","chr1-region_1720",2,"chr1",944204,30908761,"Subclone_04","loss"
"observation.observation_s37","chr1-region_1722",4,"chr1",36088875,40771603,"Subclone_04","gain"
"observation.observation_s37","chr1-region_1723",5,"chr1",40861051,85259672,"Subclone_04","gain"
"observation.observation_s37","chr1-region_1724",4,"chr1",85266248,101241518,"Subclone_04","gain"
"observation.observation_s37","chr1-region_1726",4,"chr1",121087345,151195321,"Subclone_04","gain"
"observation.observation_s37","chr1-region_1727",5,"chr1",151197949,163321791,"Subclone_04","gain"
"observation.observation_s37","chr1-region_1728",4,"chr1",164555584,203744081,"Subclone_04","gain"
"observation.observation_s37","chr1-region_1729",5,"chr1",203861603,247449108,"Subclone_04","gain"
"observation.observation_s37","chr2-region_1731",4,"chr2",161308038,215349773,"Subclone_04","gain"
"observation.observation_s37","chr3-region_1734",2,"chr3",186046308,197956610,"Subclone_04","loss"
"observation.observation_s37","chr4-region_1736",4,"chr4",112636964,189963204,"Subclone_04","gain"
"observation.observation_s37","chr6-region_1738",4,"chr6",291630,15663058,"Subclone_04","gain"
"observation.observation_s37","chr6-region_1740",2,"chr6",30066709,33329286,"Subclone_04","loss"
"observation.observation_s37","chr6-region_1742",4,"chr6",38675925,43529585,"Subclone_04","gain"
"observation.observation_s37","chr6-region_1743",5,"chr6",43511827,122726373,"Subclone_04","gain"
"observation.observation_s37","chr6-region_1744",4,"chr6",125119049,170584692,"Subclone_04","gain"
"observation.observation_s37","chr7-region_1746",4,"chr7",5620047,100608175,"Subclone_04","gain"
"observation.observation_s37","chr8-region_1748",4,"chr8",614746,77001044,"Subclone_04","gain"
"observation.observation_s37","chr8-region_1749",5,"chr8",79918717,124539458,"Subclone_04","gain"
"observation.observation_s37","chr8-region_1750",4,"chr8",124539103,145056030,"Subclone_04","gain"
"observation.observation_s37","chr9-region_1751",4,"chr9",14521,35691020,"Subclone_04","gain"
"observation.observation_s37","chr9-region_1753",2,"chr9",91409045,137870016,"Subclone_04","loss"
"observation.observation_s37","chr10-region_1754",2,"chr10",134465,63625123,"Subclone_04","loss"
"observation.observation_s37","chr10-region_1756",2,"chr10",97332497,133421307,"Subclone_04","loss"
"observation.observation_s37","chr11-region_1758",4,"chr11",60913874,64888296,"Subclone_04","gain"
"observation.observation_s37","chr11-region_1760",4,"chr11",67435510,102339403,"Subclone_04","gain"
"observation.observation_s37","chr11-region_1762",2,"chr11",116843402,134253370,"Subclone_04","loss"
"observation.observation_s37","chr12-region_1764",2,"chr12",6375045,24949459,"Subclone_04","loss"
"observation.observation_s37","chr12-region_1766",4,"chr12",109999186,113391625,"Subclone_04","gain"
"observation.observation_s37","chr12-region_1767",5,"chr12",113392445,132956304,"Subclone_04","gain"
"observation.observation_s37","chr13-region_1769",2,"chr13",76880166,114305817,"Subclone_04","loss"
"observation.observation_s37","chr14-region_1771",4,"chr14",69380123,105771405,"Subclone_04","gain"
"observation.observation_s37","chr16-region_1774",4,"chr16",46407,3027755,"Subclone_04","gain"
"observation.observation_s37","chr16-region_1776",4,"chr16",67934502,89968060,"Subclone_04","gain"
"observation.observation_s37","chr17-region_1778",2,"chr17",1650629,42155044,"Subclone_04","loss"
"observation.observation_s37","chr17-region_1780",2,"chr17",63745250,83095119,"Subclone_04","loss"
"observation.observation_s37","chr19-region_1782",2,"chr19",507497,10260045,"Subclone_04","loss"
"observation.observation_s37","chr19-region_1784",2,"chr19",40798996,50025946,"Subclone_04","loss"
"observation.observation_s37","chr20-region_1786",4,"chr20",407498,34560345,"Subclone_04","gain"
"observation.observation_s37","chr20-region_1787",5,"chr20",34928430,64287821,"Subclone_04","gain"
"observation.observation_s37","chr22-region_1789",2,"chr22",17084954,50628173,"Subclone_04","loss"
"observation.observation_s22","chr1-region_1790",2,"chr1",944204,32231604,"Subclone_03","loss"
"observation.observation_s22","chr1-region_1792",4,"chr1",37492575,53945929,"Subclone_03","gain"
"observation.observation_s22","chr1-region_1794",4,"chr1",152032506,161524013,"Subclone_03","gain"
"observation.observation_s22","chr1-region_1796",4,"chr1",209756032,247449108,"Subclone_03","gain"
"observation.observation_s22","chr2-region_1798",4,"chr2",171922448,219178106,"Subclone_03","gain"
"observation.observation_s22","chr3-region_1800",4,"chr3",3144628,23891316,"Subclone_03","gain"
"observation.observation_s22","chr4-region_1803",4,"chr4",109740694,189963204,"Subclone_03","gain"
"observation.observation_s22","chr6-region_1806",2,"chr6",18387350,33299324,"Subclone_03","loss"
"observation.observation_s22","chr6-region_1808",4,"chr6",36676460,82247754,"Subclone_03","gain"
"observation.observation_s22","chr7-region_1811",4,"chr7",44962662,99408829,"Subclone_03","gain"
"observation.observation_s22","chr8-region_1814",4,"chr8",41929479,67343677,"Subclone_03","gain"
"observation.observation_s22","chr8-region_1815",5,"chr8",70573442,145056030,"Subclone_03","gain"
"observation.observation_s22","chr9-region_1816",4,"chr9",14521,35737004,"Subclone_03","gain"
"observation.observation_s22","chr10-region_1818",2,"chr10",134465,69172861,"Subclone_03","loss"
"observation.observation_s22","chr11-region_1820",4,"chr11",167784,1012245,"Subclone_03","gain"
"observation.observation_s22","chr11-region_1822",4,"chr11",61768501,104969436,"Subclone_03","gain"
"observation.observation_s22","chr11-region_1824",2,"chr11",119044189,134253370,"Subclone_03","loss"
"observation.observation_s22","chr12-region_1826",4,"chr12",52022832,57520517,"Subclone_03","gain"
"observation.observation_s22","chr12-region_1828",4,"chr12",110434825,132956304,"Subclone_03","gain"
"observation.observation_s22","chr16-region_1832",4,"chr16",46407,4425705,"Subclone_03","gain"
"observation.observation_s22","chr16-region_1834",4,"chr16",70252295,89968060,"Subclone_03","gain"
"observation.observation_s22","chr17-region_1836",2,"chr17",4269259,38853843,"Subclone_03","loss"
"observation.observation_s22","chr19-region_1839",2,"chr19",507497,4670370,"Subclone_03","loss"
"observation.observation_s22","chr19-region_1841",4,"chr19",49928702,58558960,"Subclone_03","gain"
"observation.observation_s22","chr20-region_1842",4,"chr20",407498,49244077,"Subclone_03","gain"
"observation.observation_s22","chr20-region_1843",5,"chr20",49237946,64287821,"Subclone_03","gain"
"observation.observation_s22","chr22-region_1846",2,"chr22",30606838,50628173,"Subclone_03","loss"
"observation.observation_s30","chr1-region_1847",2,"chr1",944204,28500369,"Subclone_01","loss"
"observation.observation_s30","chr1-region_1849",4,"chr1",33323623,89198932,"Subclone_01","gain"
"observation.observation_s30","chr1-region_1851",4,"chr1",150960583,153946696,"Subclone_01","gain"
"observation.observation_s30","chr1-region_1852",5,"chr1",153947669,156705816,"Subclone_01","gain"
"observation.observation_s30","chr1-region_1853",4,"chr1",156721891,167518610,"Subclone_01","gain"
"observation.observation_s30","chr1-region_1855",4,"chr1",203861603,247449108,"Subclone_01","gain"
"observation.observation_s30","chr2-region_1857",4,"chr2",161308038,218815293,"Subclone_01","gain"
"observation.observation_s30","chr4-region_1861",4,"chr4",112274542,189963204,"Subclone_01","gain"
"observation.observation_s30","chr6-region_1864",4,"chr6",36493892,138422197,"Subclone_01","gain"
"observation.observation_s30","chr7-region_1867",4,"chr7",44796680,100586153,"Subclone_01","gain"
"observation.observation_s30","chr8-region_1870",4,"chr8",41490396,145056030,"Subclone_01","gain"
"observation.observation_s30","chr9-region_1871",4,"chr9",14521,34252523,"Subclone_01","gain"
"observation.observation_s30","chr10-region_1873",2,"chr10",134465,68946847,"Subclone_01","loss"
"observation.observation_s30","chr11-region_1875",5,"chr11",167784,417455,"Subclone_01","gain"
"observation.observation_s30","chr11-region_1876",4,"chr11",494512,2929455,"Subclone_01","gain"
